频道名,地址,跳过原因
四川卫视,http://107.150.60.122/live/scwshd.m3u8,重复URL
四川卫视,https://live.264788.xyz/channel/sichuanweishi4k?streamid=21be5901ee81559c827dc84e46f26452&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,重复URL
四川卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=scwshd,重复URL
天津卫视,http://107.150.60.122/live/tjwshd.m3u8,重复URL
天津卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=tjwshd,重复URL
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub,重复URL
宁夏卫视,http://107.150.60.122/live/nxws.m3u8,重复URL
宁夏卫视,https://live.264788.xyz/channel/ningxiaweishi?streamid=1b2952717a920173e66d4a348f9dcb5c&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,重复URL
宁夏卫视,https://live.264788.xyz/channel/ningxiaweishi?streamid=551474d02bee1c160e1692e22c45ddba&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,重复URL
宁夏卫视,https://live.264788.xyz/channel/ningxiaweishi?streamid=e1236348f815c36a0429357e5b5c5f10&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,重复URL
宁夏卫视,http://198.204.228.26/live/nxws.m3u8,重复URL
山东卫视,http://198.204.228.26/live/sdwshd.m3u8,重复URL
山东卫视,http://107.150.60.122/live/sdwshd.m3u8,重复URL
山东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sdwshd,重复URL
山东卫视,http://120.76.248.139/live/bfgd/4200000099.m3u8,重复URL
山西卫视,http://204.12.221.218:8181/3m1080p/sxws.m3u8,重复URL
山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=69e002ac7467d661ff7ad0671ed43f16&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,重复URL
山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=eeb7d60ca6e0db131ea7a092a3cd28d2&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,重复URL
山西卫视,http://107.150.60.122/live/sxwshd.m3u8,重复URL
山西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sxwshd,重复URL
广东卫视,http://107.150.60.122/live/gdwshd.m3u8,重复URL
广东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdwshd,重复URL
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4,重复URL
广东卫视,http://120.76.248.139/live/bfgd/4200000092.m3u8,重复URL
广西卫视,http://107.150.60.122/live/gxwshd.m3u8,重复URL
广西卫视,http://198.204.228.26/live/gxwshd.m3u8,重复URL
广西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gxwshd,重复URL
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub,重复URL
广西卫视,http://120.76.248.139/live/bfgd/4200000116.m3u8,重复URL
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8,重复URL
延边卫视,https://srs.iyb983.cn:443/video/CYS/index.m3u8,重复URL
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#,重复URL
新疆卫视,http://107.150.60.122/live/xjws.m3u8,重复URL
新疆卫视,http://198.204.228.26/live/xjws.m3u8,重复URL
新疆卫视,https://live.264788.xyz/channel/xinjiangweishi?streamid=4f481f56ae39ce5d24203471de9df635&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,重复URL
新疆卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=xjws,重复URL
云南卫视,http://107.150.60.122/live/ynwshd.m3u8,重复URL
云南卫视,http://192.151.150.154/live/ynwshd.m3u8,重复URL
云南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ynwshd,重复URL
云南卫视,http://120.76.248.139/live/bfgd/4200000482.m3u8,重复URL
江西卫视,http://107.150.60.122/live/jxwshd.m3u8,重复URL
江西卫视,https://live.264788.xyz/channel/jiangxiweishi?streamid=555198f31caa33506ac6abb70d788959&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,重复URL
江西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=jxwshd,重复URL
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub,重复URL
河北卫视,http://204.12.221.218:8181/3m1080p/hews.m3u8,重复URL
河北卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hewshd,重复URL
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub,重复URL
河南卫视,http://107.150.60.122/live/hawshd.m3u8,重复URL
河南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hawshd,重复URL
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8,重复URL
湖北卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hbwshd,重复URL
湖北卫视,http://120.76.248.139/live/bfgd/4200000102.m3u8,重复URL
甘肃卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gswshd,重复URL
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub,重复URL
甘肃卫视,http://120.76.248.139/live/bfgd/4200000119.m3u8,重复URL
西藏卫视,http://107.150.60.122/live/xzws.m3u8,重复URL
西藏卫视,https://live.264788.xyz/channel/xizangweishi?streamid=4b4e8ea919f1cfd5e43deed1d1675251&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,重复URL
西藏卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=xzws,重复URL
西藏卫视,http://120.76.248.139/live/bfgd/4200000121.m3u8,重复URL
贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=091bd59ea031989839c23459bb8cc9d4&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,重复URL
贵州卫视,http://107.150.60.122/live/gzwshd.m3u8,重复URL
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub,重复URL
贵州卫视,http://204.12.221.218:8181/3m1080p/gzws.m3u8,重复URL
贵州卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gzwshd,重复URL
辽宁卫视,http://198.204.228.26/live/lnwshd.m3u8,重复URL
辽宁卫视,http://107.150.60.122/live/lnwshd.m3u8,重复URL
辽宁卫视,http://204.12.221.218:8181/3m1080p/lnws.m3u8,重复URL
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub,重复URL
辽宁卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=lnwshd,重复URL
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8,重复URL
重庆卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cqwshd,重复URL
陕西卫视,http://192.151.150.154/live/snwshd.m3u8,重复URL
陕西卫视,http://107.150.60.122/live/snwshd.m3u8,重复URL
陕西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=snwshd,重复URL
青海卫视,http://107.150.60.122/live/qhws.m3u8,重复URL
青海卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=qhws,重复URL
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8,重复URL
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8,重复URL
三沙卫视,http://198.204.228.26/live/ssws.m3u8,重复URL
三沙卫视,http://107.150.60.122/live/ssws.m3u8,重复URL
三沙卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ssws,重复URL
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub,重复URL
黑龙江卫视,http://198.204.228.26/live/hljwshd.m3u8,重复URL
黑龙江卫视,http://107.150.60.122/live/hljwshd.m3u8,重复URL
黑龙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hljwshd,重复URL
黑龙江卫视,http://120.76.248.139/live/bfgd/4200000095.m3u8,重复URL
内蒙古卫视,https://live.264788.xyz/channel/neimengguweishi?streamid=81a015dbecf3031d7d847b7a9b059f67&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,重复URL
内蒙古卫视,http://107.150.60.122/live/nmgws.m3u8,重复URL
内蒙古卫视,https://live.264788.xyz/channel/neimengguweishi?streamid=3e7340acf8869ac1c7dad1bb836dcd35&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,重复URL
内蒙古卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nmgws,重复URL
内蒙古卫视,http://play1-qk.nmtv.cn/live/1769652018126032.m3u8,重复URL
大湾区卫视,http://107.150.60.122/live/nfws.m3u8,重复URL
大湾区卫视,http://198.204.228.26/live/nfws.m3u8,重复URL
大湾区卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nfws,重复URL
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub,重复URL
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8,重复URL
海峡卫视,http://r.jdshipin.com/WtYt3,重复URL
凤凰中文,https://7612-5516-affc-d88b.kylintv.tv/live/pxinhd_iphone.m3u8,重复URL
凤凰资讯,http://r.jdshipin.com/0Rp07,重复URL
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx,重复URL
凤凰资讯,https://cdn6.163189.xyz/163189/fhzx,重复URL
凤凰资讯,http://43.152.224.209/qctv.fengshows.cn/live/0701pin72.flv,重复URL
凤凰香港,http://r.jdshipin.com/yDoTN,重复URL
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk,重复URL
凤凰香港,https://cdn6.163189.xyz/163189/fhhk,重复URL
凤凰香港,https://epg.pw/stream/5f16dc7fc8aaaed3205516c63e4a8c24bca9dbba1181684244729cf574505b0e.m3u8,重复URL
TVB星河,http://r.jdshipin.com/Voac4,重复URL
TVB翡翠台,http://r.jdshipin.com/qClQf,重复URL
TVB翡翠台,http://r.jdshipin.com/n90gt,重复URL
TVB翡翠台,http://r.jdshipin.com/GeWKr,重复URL
TVB翡翠台,http://r.jdshipin.com/qrfbg,重复URL
无线新闻,http://r.jdshipin.com/CkuBd,重复URL
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxw,重复URL
无线新闻,https://h5cdn3.kylintv.tv/live/tvbnews_iphone.m3u8,重复URL
东森洋片台,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34904,重复URL
靖天映画,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34838,重复URL
CHC动作电影,http://198.204.228.26/live/chcdz.m3u8,重复URL
CHC动作电影,http://107.150.60.122/live/chcdz.m3u8,重复URL
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub,重复URL
CHC家庭影院,http://107.150.60.122/live/chcjt.m3u8,重复URL
CHC家庭影院,http://198.204.228.26/live/chcjt.m3u8,重复URL
CHC家庭影院,http://192.151.150.154/live/chcjt.m3u8,重复URL
CHC家庭影院,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chcjt,重复URL
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub,重复URL
经典电影,https://txmov2.a.kwimgs.com/bs3/video-hls/5211790793651941963_hlsb.m3u8,重复URL
动作电影,https://iptv.catvod.com/live.php?id=NewTV%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1,重复URL
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8,重复URL
纪实科教,http://120.76.248.139/live/bfgd/4200000113.m3u8,重复URL
黑莓电影,https://epg.pw/stream/ffcb6572863f0745a7369fbd9d901f1dfd0ab8fab8bad8bebb4e01c90b303c47.m3u8,重复URL
劲爆体育,http://t.061899.xyz/tl/tl.php?id=jbty,重复URL
广东体育,http://r.jdshipin.com/LiYdg,重复URL
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8,重复URL
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty,重复URL
广东体育,http://php.jdshipin.com/PLTV/iptv.php?id=gdty,重复URL
广东体育,http://38.75.136.137:98/gslb/dsdqpub/gdty.m3u8?auth=testpub,重复URL
足球频道,https://epg.pw/stream/c7df950876e6a1ceb8be74ee86f9f702cebbbae29f1d15124ef8f86fd43161cf.m3u8,重复URL
风云足球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyzq,重复URL
风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8,重复URL
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub,重复URL
风云足球,http://120.238.84.45:9901/tsfile/live/1087_1.m3u8?key=txiptv&playlive=1&authid=0,重复URL
风云足球,http://207.56.13.146:81/cdnlive/fyzq.m3u8,重复URL
风云足球,http://hmfs.f3322.net:3388/hls/9/index.m3u8,重复URL
风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8,重复URL
咪咕体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8,重复URL
优漫卡通,http://t.061899.xyz/tl/tl.php?id=ymkt,重复URL
世界地理,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sjdl,重复URL
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub,重复URL
世界地理,http://dassby.qqff.top:99/live/世界地理/index.m3u8,重复URL
世界地理,http://hmfs.f3322.net:3388/hls/28/index.m3u8,重复URL
世界地理,http://183.11.239.36:808/hls/11/index.m3u8,重复URL
世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8,重复URL
人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8,重复URL
航拍中国第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8,重复URL
梨园,https://dxtx.hntv.tv/live/lypd.m3u8?txSecret=10c771842a0be59e8b575d765173ec96&txTime=7B923E0A&wsSecret=41543190cdf375f1c73207222bb96542&wsTime=1769313549,重复URL
七彩戏剧,http://t.061899.xyz/tl/tl.php?id=qcxj,重复URL
上海外语,http://t.061899.xyz/tl/tl.php?id=shics,重复URL
动漫秀场,http://61.161.61.119:9004/hls/84/index.m3u8,重复URL
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8,重复URL
哈哈炫动,http://kkk.888.3116598.xyz/api.php?n=tttt&id=QZUKbL&tk=FgM0vQMejxvG,重复URL
新闻综合,http://t.061899.xyz/tl/tl.php?id=shxwzh,重复URL
欢笑剧场,http://38.75.136.137:98/gslb/dsdqpub/hxjchd.m3u8?auth=testpub,重复URL
第一财经,http://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8,重复URL
第一财经,https://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8,重复URL
纪实人文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8,重复URL
都市剧场,https://satellitepull.cnr.cn/live/wxcqxwgb/playlist.m3u8,重复URL
都市剧场,http://38.75.136.137:98/gslb/dsdqpub/dsjchd.m3u8?auth=testpub,重复URL
湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg,重复URL
湖南电影,http://php.jdshipin.com:8880/iptv.php,重复URL
湖南都市,http://phoneal.qing.mgtv.com/nn_live/nn_x64/Y2hzPSZkZWY9MSZ1aXA9MTA2LjE0LjM4LjU1JnRlcm09NSZtYWNpZD02ODZlOGNmOGM4OGU3N2VjOWEwNzkzMjg5ZjUzNDg0MmFiZWM0ZjNjJnFpZD0mcmF1dGhfZW5hYmxlPW9uJmNkbmV4X2lkPWFsX3Bob25lMyZlcz0xNzg3NzIzNzA1JnV1aWQ9OWJjNzRiNjkxZjYzMjhmYzA5Zjc0MDliYWU3ZDY3ODgtNmEwZTI2Mzcmcz1mYWY3ZmJhMDYwMzA3NmVmMDY0MTNiYTdmODZhOWYxOCZ1aWQ9Jm5kdj1pb3MtNi41LjAmdj0yJmFzPTAmX2NhckNvZGU9MA,,/HNGGMPP360.m3u8,重复URL
武汉一台新闻综合,https://ls.qingting.fm/live/20198/64k.m3u8,重复URL
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8,重复URL
南国都市,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4,重复URL
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub,重复URL
广东民生,http://183.11.239.36:808/hls/18/index.m3u8,重复URL
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgga.m3u8?auth=testpub,重复URL
广东珠江,http://r.jdshipin.com/sE5vO,重复URL
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8,重复URL
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzj.m3u8?auth=testpub,重复URL
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzja.m3u8?auth=testpub,重复URL
广州新闻,http://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d2c2db0b598c02ec1b5623728434d367&txTime=18d57929bd3,重复URL
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8,重复URL
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=439b0fd2cf766b363c93a59cbcbe1370&txTime=18d00acf488,重复URL
广州综合,https://tencentplaybusiness.gztv.com/live/zonghes.m3u8,重复URL
广州综合,http://r.jdshipin.com/iR6Gq,重复URL
嘉兴新闻综合,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8,重复URL
嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed#http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8,重复URL
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed#http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8zzhed#http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8,重复URL
浙江少儿,http://ali-xwl.cztv.com/live/channel081080Plxw.m3u8,重复URL
浙江少儿,https://ali-xwl.cztv.com/live/channel081080Pnew.m3u8,重复URL
浙江少儿,https://ali-xwl.cztv.com/live/channel08720Pnew.m3u8,重复URL
浙江少儿,http://kkk.888.3116598.xyz/api.php?n=tttt&id=yXd1Ze&tk=FgM0vQMejxvG,重复URL
浙江少儿,http://kkk.888.3116598.xyz/api.php?n=tttt&id=rEiHkf&tk=FgM0vQMejxvG,重复URL
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8,重复URL
浙江生活,http://ls.qingting.fm/live/1099.m3u8,重复URL
浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel003/720p.m3u8,重复URL
浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel03/720p.m3u8,重复URL
浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8,重复URL
浙江钱江,http://ali-xwl.cztv.com/live/channel02720Plxw.m3u8,重复URL
浙江钱江,http://ali-xwl.cztv.com/live/channel021080Plxw.m3u8,重复URL
海宁新闻综合,https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8,重复URL
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8,重复URL
绍兴电视台公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
象山综合,http://play-sh13.quklive.com/live/1702360350551252.m3u8?auth_key=2037107484-800189c57a5a44d3b823b60cf84f6756-0-a6f6828a62d5c167cff5e68735fa0d39,重复URL
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8,重复URL
优漫卡通,http://t.061899.xyz/tl/tl.php?id=ymkt,重复URL
优漫卡通,http://110.154.192.81:7788/626064703,重复URL
优漫卡通,http://113.120.243.10:7788/626064703,重复URL
优漫卡通,http://27.12.12.174:1234/626064703,重复URL
优漫卡通,http://116.52.173.172:1234/626064703,重复URL
优漫卡通,http://182.61.15.73:80/626064703,重复URL
优漫卡通,http://223.247.25.219:1234/626064703,重复URL
优漫卡通,http://42.94.210.16:7788/626064703,重复URL
南京少儿,http://nklive.nbs.cn/hls/e0981f3f-1a20-4a59-b8d1-17feb83a4610/index.m3u8,重复URL
南京教科,http://nklive.nbs.cn/hls/75b3c462-b831-4de7-a34b-5d3221db2069/index.m3u8,重复URL
南京新闻综合,http://nklive.nbs.cn/hls/d511bc9d-a694-4453-b3a2-4fc842cc97a1/index.m3u8,重复URL
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd#http://stream.thmz.com/wxtv1/playlist.m3u8?_upt=156143371706166361#http://stream.thmz.com/wxtv1/sd/live.m3u8?_upt=4ba3ab191698644028#http://stream.thmz.com/wxtv1/playlist.m3u8,重复URL
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd#http://stream.thmz.com/wxtv3/sd/live.m3u8?_upt=978cd8731706199708#http://stream.thmz.com/wxtv3/playlist.m3u8#http://stream.thmz.com/wxtv3/playlist.m3u8?_upt=1758133b1706166861,重复URL
泗洪新闻综合,http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd#http://live1.habctv.com/ggpdsl/sd/live.m3u8,重复URL
苏州4k,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8,重复URL
苏州文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8,重复URL
苏州新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8,重复URL
苏州生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8,重复URL
苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8,重复URL
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8?zanhd,重复URL
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8,重复URL
六安公共,http://ls.qingting.fm/live/1794199.m3u8,重复URL
六安新闻综合,http://ls.qingting.fm/live/267.m3u8,重复URL
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8,重复URL
安徽国际,https://m.italkbbtv.com/live/6a3a3784260d0d240f66a62c,重复URL
广德生活,https://live.gdtv.ah.cn/live/newsTV.m3u8,重复URL
祁门综合,http://zbbf2.ahbztv.com/live/416.m3u8?zanhd,重复URL
铜陵新闻综合,https://ls.qingting.fm/live/21303/64k.m3u8,重复URL
海南少儿,http://47.108.20.161:8866/hainan/hainan.php?id=sepd,重复URL
海南新闻,http://ls.qingting.fm/live/1861.m3u8,重复URL
朝阳新闻综合,http://120.76.248.139/live/bfgd/4200000282.m3u8,重复URL
辽宁体育,http://dassby.qqff.top:99/live/辽宁体育/index.m3u8,重复URL
辽宁体育,http://120.76.248.139/live/bfgd/4200000611.m3u8,重复URL
辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8,重复URL
辽宁教育青少,http://120.76.248.139/live/bfgd/4200000075.m3u8,重复URL
辽宁生活,http://120.76.248.139/live/bfgd/4200000073.m3u8,重复URL
辽宁经济,http://120.76.248.139/live/bfgd/4200000480.m3u8,重复URL
辽宁都市,https://ls.qingting.fm/live/1099/64k.m3u8,重复URL
万荣综合,http://60.222.246.220:19433/hls1.m3u8,重复URL
大宁综合,http://live.daningtv.com/aac_dngb/playlist.m3u8,重复URL
北京新闻,https://satellitepull.cnr.cn/live/wxbjxwgb/playlist.m3u8,重复URL
北京科教,http://120.76.248.139/live/bfgd/4200000113.m3u8,重复URL
铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd,重复URL
三明新闻综合,http://ls.qingting.fm/live/4885.m3u8,重复URL
三明新闻综合,https://ls.qingting.fm/live/5022100/64k.m3u8,重复URL
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian,重复URL
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian,,重复URL
厦门卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226390/index.m3u8,重复URL
厦门卫视,http://183.11.239.36:808/hls/17/index.m3u8,重复URL
厦门卫视,http://113.57.140.161:10081/newlive/live/hls/28/live.m3u8,重复URL
厦门卫视,http://118.122.144.115:8888/newlive/live/hls/28/live.m3u8,重复URL
厦门卫视,http://120.40.39.246:352/newlive/live/hls/28/live.m3u8,重复URL
厦门卫视,http://58.56.162.102:4466/newlive/live/hls/28/live.m3u8,重复URL
厦门卫视,http://110.80.17.38:9999/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,重复URL
厦门卫视,http://192.151.150.154/live/xmws.m3u8,重复URL
福州广播电视台新闻综合频道(FZTV-1),http://live.zohi.tv/video/s10001-fztv-1/index.m3u8,重复URL
福州生活,http://live.zohi.tv:80/video/s10001-fztv-3/index.m3u8,重复URL
福建新闻,http://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8,重复URL
福建海峡卫视,http://r.jdshipin.com/WtYt3,重复URL
福建海峡卫视,https://m.italkbbtv.com/live/6a30f74820a80832dc74e2c7,重复URL
福建经济,http://satellitepull.cnr.cn/live/wx32fjdnjjgb/playlist.m3u8,重复URL
甘肃经济,https://satellitepull.cnr.cn/live/wxgshhzs/playlist.m3u8,重复URL
甘肃都市,https://satellitepull.cnr.cn/live/wxgsdstb/playlist.m3u8,重复URL
广西新闻,http://198.204.228.26/live/gxxw.m3u8,重复URL
广西新闻,http://107.150.60.122/live/gxxw.m3u8,重复URL
广西新闻,http://192.151.150.154/live/gxxw.m3u8,重复URL
广西新闻,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gxxw,重复URL
广西新闻,http://38.75.136.137:98/gslb/dsdqpub/gxxw.m3u8?auth=testpub,重复URL
来宾综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8,重复URL
河北农民,https://ls.qingting.fm/live/1650/64k.m3u8,重复URL
河北农民,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8?zhebd,重复URL
河北都市,https://radio.pull.hebtv.com/live/hebnczx.m3u8,重复URL
邢台综合,http://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8,重复URL
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8,重复URL
邯郸新闻,https://jwcdnqx.hebyun.com.cn/live/hdxwzh/1500k/tzwj_video.m3u8,重复URL
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8,重复URL
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8,重复URL
